Symbol,Name,Industry,IndustryCode
GRIN,Grindrod Shipping Holdings Ltd,오일 및 가스 장비 및 서비스,501030
VVOS,Vivos Therapeutics Inc,헬스케어 장비 및 용품,561010
CIZN,Citizens Holding Co,은행,551010
MOTNU,Motion Acquisition Corp,기타 금융업,556010
SEED,Origin Agritech Ltd,식품 및 담배,541020
MTBC,MTBC Inc,헬스케어 장비 및 용품,561010
KZIA,Kazia Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
GTEC,Greenland Technologies Holding Corp,자동차 및 자동차 부품,531010
ACKIT,Ackrell SPAC Partners I Co,기타 금융업,556010
ENG,ENGlobal Corp,건설 및 엔지니어링,522010
ADOC,Edoc Acquisition Corp Class A,기타 금융업,556010
QK,Q&K International Group Ltd ADR,부동산 운영 관리,601010
ADMP,Adamis Pharmaceuticals Corp,제약,562010
SCPS,Scopus Biopharma Inc,생명과학 및 메디컬 리서치,562020
CBFV,CB Financial Services Inc,은행,551010
PBIP,Prudential Bancorp Inc,은행,551010
ESGRO,Enstar Group Ltd ADR,보험,553010
EDTXU,EdtechX Holdings Acquisition Corp II Unit,기타 금융업,556010
LPCN,Lipocine Inc,생명과학 및 메디컬 리서치,562020
PCYG,Park City Group Inc,소프트웨어 및 IT서비스,572010
LXEH,Lixiang Education Holding Co Ltd ADR,학교,631020
MCHX,Marchex Inc Class B,미디어 및 출판,533020
PETZ,TDH Holdings Inc,식품 및 담배,541020
RILYM,B. Riley Financial Inc PRF,투자은행 및 서비스,551020
CAHCU,CA Healthcare Acquisition Corp,기타 금융업,556010
XAIR,Beyond Air Inc,헬스케어 장비 및 용품,561010
RMTI,Rockwell Medical Inc,생명과학 및 메디컬 리서치,562020
OFS,OFS Capital Corp,다양한 금융서비스,555010
FCRD,First Eagle Alternative Capital BDC Inc,다양한 금융서비스,555010
REFR,Research Frontiers Inc,미디어 및 출판,533020
LMB,Limbach Holdings Inc,건설 및 엔지니어링,522010
FAT,FAT Brands Inc,호텔 및 엔터테인먼트,533010
RBKB,Rhinebeck Bancorp Inc,은행,551010
VS,Versus Systems Inc,소프트웨어 및 IT서비스,572010
APRE,Aprea Therapeutics Inc,생명과학 및 메디컬 리서치,562020
OPOF,Old Point Financial Corp,은행,551010
PCSA,Processa Pharmaceuticals Inc,제약,562010
ALRN,Aileron Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ACST,Acasti Pharma Inc Class A,생명과학 및 메디컬 리서치,562020
KLXE,KLX Energy Services Holdings Inc,오일 및 가스 장비 및 서비스,501030
LQDA,Liquidia Corp,생명과학 및 메디컬 리서치,562020
CXDO,Crexendo Inc,소프트웨어 및 IT서비스,572010
KOSS,Koss Corp,"컴퓨터, 전화 및 가전제품",571060
TCBIL,Texas Capital Bancshares Inc PRF,은행,551010
STSA,Satsuma Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
RNDB,Randolph Bancorp Inc,은행,551010
TWIN,Twin Disc Inc,"건설장비 및 대형차, 기차, 배",521020
DCTH,Delcath Systems Inc,헬스케어 장비 및 용품,561010
MTBCP,MTBC Inc PRF,헬스케어 장비 및 용품,561010
HTLFP,Heartland Financial USA Inc ADR,은행,551010
CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
BOXL,Boxlight Corp Class A,"컴퓨터, 전화 및 가전제품",571060
ALYA,Alithya Group Inc Class A,소프트웨어 및 IT서비스,572010
TGA,TransGlobe Energy Corp,오일 및 가스,501020
MBRX,Moleculin Biotech Inc,제약,562010
FVAM,5:01 Acquisition Corp Class A,기타 금융업,556010
IMBI,iMedia Brands Inc Class A,전문품 상점,534030
ASLN,Aslan Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
BIOL,BIOLASE Inc,헬스케어 장비 및 용품,561010
UCBIO,United Community Banks Inc ADR,은행,551010
ZSAN,Zosano Pharma Corp,생명과학 및 메디컬 리서치,562020
CAPR,Capricor Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MRKR,Marker Therapeutics Inc,생명과학 및 메디컬 리서치,562020
WSTG,Wayside Technology Group Inc,"컴퓨터, 전화 및 가전제품",571060
GRNQ,GreenPro Capital Corp,투자은행 및 서비스,551020
LUMO,Lumos Pharma Inc,생명과학 및 메디컬 리서치,562020
HGBL,Heritage Global Inc,커뮤니케이션 및 네트워킹,571020
VMACU,Vistas Media Acquisition Company Inc,기타 금융업,556010
AKTX,Akari Therapeutics PLC ADR,생명과학 및 메디컬 리서치,562020
OTRAU,OTR Acquisition Corp,기타 금융업,556010
ISSC,Innovative Solutions and Support Inc,우주항공 및 국방,521010
ADES,Advanced Emissions Solutions Inc,전문 및 상업 서비스,522030
AEZS,Aeterna Zentaris Inc,생명과학 및 메디컬 리서치,562020
ULBI,Ultralife Corp,"건설장비 및 대형차, 기차, 배",521020
USWS,US Well Services Inc Class A,오일 및 가스 장비 및 서비스,501030
CLSN,Celsion Corp,생명과학 및 메디컬 리서치,562020
LSAQ,Lifesci Acquisition II Corp,기타 금융업,556010
CRVS,Corvus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
STCN,Steel Connect Inc,소프트웨어 및 IT서비스,572010
PHAS,PhaseBio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
AVCT,American Virtual Cloud Technologies Inc,소프트웨어 및 IT서비스,572010
NBACU,Newborn Acquisition Corp Unit,기타 금융업,556010
AMHCU,Amplitude Healthcare Acquisition Corp Unit,기타 금융업,556010
BWEN,Broadwind Inc,재생에너지,502010
CLBS,Caladrius Biosciences Inc,생명과학 및 메디컬 리서치,562020
CCLP,CSI Compressco LP Unit,오일 및 가스 장비 및 서비스,501030
TMPMU,Turmeric Acquisition Corp,기타 금융업,556010
CPST,Capstone Turbine Corp,"건설장비 및 대형차, 기차, 배",521020
MAGS,Magal Security Systems Ltd,전문 및 상업 서비스,522030
ZKIN,ZK International Group Co Ltd,주택건설,532030
FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
PNRG,Primeenergy Resources Corp,오일 및 가스,501020
BPOPM,Popular Capital Trust II PRF,다양한 금융서비스,555010
MACAU,Moringa Acquisition Corp,기타 금융업,556010
HBANN,Huntington Bancshares Inc ADR,은행,551010
PRPH,Prophase Labs Inc,식품 및 담배,541020
OBCI,Ocean Bio-Chem Inc,"개인, 가정 용품 및 서비스",542010
GASS,StealthGas Inc,화물 및 물류 서비스,524050
BKSC,Bank of South Carolina,은행,551010
VLYPO,Valley National Bancorp PRF,은행,551010
OCUP,Ocuphire Pharma Inc,제약,562010
REPH,Recro Pharma Inc,제약,562010
MCAC,Mountain Crest Acquisition Corp,기타 금융업,556010
ATXI,Avenue Therapeutics Inc,생명과학 및 메디컬 리서치,562020
MRAM,Everspin Technologies Inc,반도체 및 반도체 장비,571010
ROCRU,Roth CH Acquisition III Co,기타 금융업,556010
NYMTO,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
TRIB,Trinity Biotech PLC ADR,헬스케어 장비 및 용품,561010
CYAD,Celyad Oncology ADR,생명과학 및 메디컬 리서치,562020
INPX,Inpixon,소프트웨어 및 IT서비스,572010
BKEP,Blueknight Energy Partners LP Unit,오일 및 가스,501020
SENEB,Seneca Foods Corp Class B,식품 및 담배,541020
HBP,Huttig Building Products Inc,종이 및 임산물,513010
OBLG,Oblong Inc,전자 장비 및 부품,571040
SSBI,Summit State Bank,은행,551010
YGMZ,MingZhu Logistics Holdings Ltd,화물 및 물류 서비스,524050
SFBC,Sound Financial Bancorp Inc,은행,551010
KERN,Akerna Corp,소프트웨어 및 IT서비스,572010
ATNF,180 Life Sciences Corp,생명과학 및 메디컬 리서치,562020
INTG,InterGroup Corp,호텔 및 엔터테인먼트,533010
COCP,Cocrystal Pharma Inc,제약,562010
LACQ,Leisure Acquisition Corp,기타 금융업,556010
GROW,U.S. Global Investors Inc Class A,투자은행 및 서비스,551020
ITAC,Industrial Tech Acquisitions Inc Class A,기타 금융업,556010
BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
HMNF,HMN Financial Inc,은행,551010
AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
FNHC,Fednat Holding Co,보험,553010
MSACU,Medicus Sciences Acquisition Corp,기타 금융업,556010
CPSS,Consumer Portfolio Services Inc,은행,551010
DTEA,DAVIDsTEA Inc,식품 및 약품소매,543010
NBAC,Newborn Acquisition Corp,기타 금융업,556010
SLS,Sellas Life Sciences Group Inc,생명과학 및 메디컬 리서치,562020
EPSN,Epsilon Energy Ltd,오일 및 가스,501020
TACT,TransAct Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
LIVKU,LIV Capital Acquisition Corp Unit,기타 금융업,556010
LMAOU,LMF Acquisition Opportunities Inc,기타 금융업,556010
LWAY,Lifeway Foods Inc,식품 및 담배,541020
ECOR,electroCore  Inc.,헬스케어 장비 및 용품,561010
MMLP,Martin Midstream Partners LP Unit,오일 및 가스 장비 및 서비스,501030
SPKEP,Spark Energy Inc PRF,전기 유틸리티,591010
APM,Aptorum Group Ltd Class A,제약,562010
NAII,Natural Alternatives International Inc,제약,562010
CCRC,China Customer Relations Centers Inc,전문 및 상업 서비스,522030
VERB,Verb Technology Company Inc,소프트웨어 및 IT서비스,572010
DFFN,Diffusion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
HOVNP,Hovnanian Enterprises Inc ADR,주택건설,532030
RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
IRIX,IRIDEX Corp,헬스케어 장비 및 용품,561010
RIVE,Riverview Financial Corp,은행,551010
LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
BHSEU,Bull Horn Holdings Corp.,기타 금융업,556010
USAP,Universal Stainless & Alloy Products Inc,메탈&마이닝,512010
UBCP,United Bancorp Inc,은행,551010
AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
PTE,PolarityTE Inc,생명과학 및 메디컬 리서치,562020
ZGYH,Yunhong International Class A,기타 금융업,556010
TAOP,Taoping Inc,"컴퓨터, 전화 및 가전제품",571060
CBLI,Cleveland Biolabs Inc,생명과학 및 메디컬 리서치,562020
PME,Pingtan Marine Enterprise Ltd,식품 및 담배,541020
CWBC,Community West Bancshares,은행,551010
AMRB,American River Bankshares,은행,551010
PHUN,Phunware Inc,소프트웨어 및 IT서비스,572010
PFX,Phenixfin Corporation,다양한 금융서비스,555010
SVRA,Savara Inc,생명과학 및 메디컬 리서치,562020
AEI,Alset Ehome International Inc,건설 및 엔지니어링,522010
MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
PDEX,Pro-Dex Inc,헬스케어 장비 및 용품,561010
NEON,Neonode Inc,전자 장비 및 부품,571040
GOODM,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
CLRB,Cellectar Biosciences Inc,제약,562010
LSBK,Lake Shore Bancorp Inc,은행,551010
ETTX,Entasis Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
VBLT,Vascular Biogenics Ltd,생명과학 및 메디컬 리서치,562020
IPWR,Ideal Power Inc,재생에너지,502010
FXNC,First National Corp,은행,551010
AIKI,Aikido Pharma Inc,생명과학 및 메디컬 리서치,562020
KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
CEMI,Chembio Diagnostics Inc,제약,562010
ELYS,Elys Game Technology Corp,호텔 및 엔터테인먼트,533010
FFBW,Ffbw Inc,은행,551010
PAIC,Petra Acquisition Inc,기타 금융업,556010
TSCBP,TriState Capital Holdings Inc ADR,은행,551010
SYNC,Synacor Inc,소프트웨어 및 IT서비스,572010
LPTH,LightPath Technologies Inc Class A,사무기기,571050
OMEX,Odyssey Marine Exploration Inc,전문 및 상업 서비스,522030
BXRX,Baudax Bio Inc,생명과학 및 메디컬 리서치,562020
WTER,Alkaline Water Company Inc,음료,541010
XELA,Exela Technologies Inc,소프트웨어 및 IT서비스,572010
AFBI,Affinity Bancshares Inc,은행,551010
CLDB,Cortland Bancorp,은행,551010
LTRPB,Liberty Tripadvisor Holdings Inc Series B,소프트웨어 및 IT서비스,572010
MCACU,Mountain Crest Acquisition Corp Unit,기타 금융업,556010
PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
GLMD,Galmed Pharmaceuticals Ltd,생명과학 및 메디컬 리서치,562020
REED,Reed's Inc,음료,541010
OXLCP,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
VJET,Voxeljet AG ADR,사무기기,571050
EVOK,Evoke Pharma Inc,제약,562010
NVOS,Novo Integrated Sciences Inc,헬스케어 업체 및 서비스,561020
RELL,Richardson Electronics Ltd,전자 장비 및 부품,571040
NDRA,ENDRA Life Sciences Inc,생명과학 및 메디컬 리서치,562020
ALOT,AstroNova Inc,"컴퓨터, 전화 및 가전제품",571060
SDH,Global Internet of People Inc,전문 및 상업 서비스,522030
ITACU,Industrial Tech Acquisitions Inc,기타 금융업,556010
GECC,Great Elm Capital Corp,다양한 금융서비스,555010
TOPS,Top Ships Inc,화물 및 물류 서비스,524050
CLPS,CLPS Inc,소프트웨어 및 IT서비스,572010
NUZE,NuZee Inc,식품 및 담배,541020
GFED,Guaranty Federal Bancshares Inc,은행,551010
DARE,Dare Bioscience Inc,생명과학 및 메디컬 리서치,562020
LIVK,LIV Capital Acquisition Corp Class A,기타 금융업,556010
ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
CWBR,CohBar Inc,생명과학 및 메디컬 리서치,562020
EMCF,Emclaire Financial Corp,은행,551010
MGYR,Magyar Bancorp Inc,은행,551010
MITO,Stealth BioTherapeutics Corp ADR,생명과학 및 메디컬 리서치,562020
PAICU,Petra Acquisition Inc,기타 금융업,556010
SYNL,Synalloy Corp,메탈&마이닝,512010
UBOH,United Bancshares Inc,은행,551010
CRWS,Crown Crafts Inc,레저 상품,532050
FBSS,Fauquier Bankshares Inc,은행,551010
CXDC,China XD Plastics Company Ltd,자동차 및 자동차 부품,531010
PDSB,PDS Biotechnology Corp,생명과학 및 메디컬 리서치,562020
TC,TuanChe Ltd ADR,전문 및 상업 서비스,522030
QLGN,Qualigen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FTEK,Fuel Tech Inc,전문 및 상업 서비스,522030
KINS,Kingstone Companies Inc,보험,553010
QUIK,QuickLogic Corp,반도체 및 반도체 장비,571010
MOHO,Ecmoho Ltd ADR,전문품 상점,534030
ZGYHU,Yunhong International,기타 금융업,556010
ADXS,Advaxis Inc,생명과학 및 메디컬 리서치,562020
ONVO,Organovo Holdings Inc,생명과학 및 메디컬 리서치,562020
GAINL,Gladstone Investment Corp PRF,다양한 금융서비스,555010
RZLT,Rezolute Inc,생명과학 및 메디컬 리서치,562020
CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
AAME,Atlantic American Corp,보험,553010
NEPH,Nephros Inc,전문 및 상업 서비스,522030
NHTC,Natural Health Trends Corp,전문품 상점,534030
VMAR,Vision Marine Technologies Inc,레저 상품,532050
TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
STRM,Streamline Health Solutions Inc,헬스케어 업체 및 서비스,561020
GEG,Great Elm Group Inc,헬스케어 장비 및 용품,561010
EKSO,Ekso Bionics Holdings Inc,헬스케어 장비 및 용품,561010
KRBP,Kiromic Biopharma Inc,생명과학 및 메디컬 리서치,562020
DGICB,Donegal Group Inc Class B,보험,553010
CNET,ZW Data Action Technologies Inc,소프트웨어 및 IT서비스,572010
KBNT,Kubient Inc,미디어 및 출판,533020
GRNV,Greenvision Acquisition Corp,기타 금융업,556010
AUVI,Applied UV Inc,"건설장비 및 대형차, 기차, 배",521020
PPBT,Purple Biotech Ltd ADR,생명과학 및 메디컬 리서치,562020
RVPH,Reviva Pharmaceuticals Holdings  Inc.,생명과학 및 메디컬 리서치,562020
NYMTP,New York Mortgage Trust Inc PRF,주택 및 상업용 리츠,601020
GBS,Gbs Inc,생명과학 및 메디컬 리서치,562020
SALM,Salem Media Group Inc Class A,미디어 및 출판,533020
BRPA,Big Rock Partners Acquisition Corp,기타 금융업,556010
KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
MNPR,Monopar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
ALNA,Allena Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
RMBL,RumbleOn Inc Class B,소프트웨어 및 IT서비스,572010
FBIOP,Fortress Biotech Inc PRF,제약,562010
NCSM,NCS Multistage Holdings Inc,오일 및 가스 장비 및 서비스,501030
PULM,Pulmatrix Inc,생명과학 및 메디컬 리서치,562020
FSTX,F-Star Therapeutics Inc,생명과학 및 메디컬 리서치,562020
EZGO,EZGO Technologies Ltd,자동차 및 자동차 부품,531010
DGLY,Digital Ally Inc,커뮤니케이션 및 네트워킹,571020
SRTS,Sensus Healthcare Inc,헬스케어 장비 및 용품,561010
ADXN,Addex Therapeutics Ltd ADR,생명과학 및 메디컬 리서치,562020
SYPR,Sypris Solutions Inc,자동차 및 자동차 부품,531010
AIRT,Air T Inc,화물 및 물류 서비스,524050
TOMZ,TOMI Environmental Solutions Inc,전문 및 상업 서비스,522030
DWSN,Dawson Geophysical Co,오일 및 가스 장비 및 서비스,501030
ARPO,Aerpio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
BIOC,Biocept Inc,헬스케어 장비 및 용품,561010
GRNVU,Greenvision Acquisition Corp Unit,기타 금융업,556010
OXLCM,Oxford Lane Capital Corp PRF,다양한 금융서비스,555010
BBGI,Beasley Broadcast Group Inc Class A,미디어 및 출판,533020
IROQ,IF Bancorp Inc,은행,551010
ISUN,iSun Inc,재생에너지,502010
BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
PFMT,Performant Financial Corp,전문 및 상업 서비스,522030
EDSA,Edesa Biotech Inc,생명과학 및 메디컬 리서치,562020
JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
CNEY,CN Energy Group Inc,화학,511010
CHNR,China Natural Resources Inc,석유,501010
HUDI,Huadi International Group Co.  Ltd.,메탈&마이닝,512010
CTHR,Charles & Colvard Ltd,섬유 및 의류,532020
HALL,Hallmark Financial Services Inc,보험,553010
ZIONP,Zions Bancorporation NA ADR,은행,551010
ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
GNLN,Greenlane Holdings Inc Class A,식품 및 약품소매,543010
GSUM,Gridsum Holding Inc ADR,소프트웨어 및 IT서비스,572010
ANPC,AnPac Bio-Medical Science Co Ltd ADR,생명과학 및 메디컬 리서치,562020
DTSS,Datasea Inc,소프트웨어 및 IT서비스,572010
PBHC,Pathfinder Bancorp Inc (MARYLAND),은행,551010
BMRA,Biomerica Inc,헬스케어 장비 및 용품,561010
WHLRD,Wheeler Real Estate Investment Trust Inc PRF,주택 및 상업용 리츠,601020
CPHC,Canterbury Park Holding Corp,호텔 및 엔터테인먼트,533010
AZRX,AzurRx BioPharma Inc,제약,562010
NRBO,Neurobo Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
DCOMP,Dime Community Bancshares Inc PRF,은행,551010
VCNX,Vaccinex Inc,생명과학 및 메디컬 리서치,562020
CLRO,Clearone Inc,커뮤니케이션 및 네트워킹,571020
LMRKO,Landmark Infrastructure Partners LP PRF,부동산 운영 관리,601010
ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
BOTJ,Bank of the James,은행,551010
UG,United-Guardian Inc,제약,562010
NBRV,Nabriva Therapeutics PLC,생명과학 및 메디컬 리서치,562020
NXTD,NXT-ID Inc,전문 및 상업 서비스,522030
AGBA,AGBA Acquisition Ltd,기타 금융업,556010
VRDN,Viridian Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HWCC,Houston Wire & Cable Co,"건설장비 및 대형차, 기차, 배",521020
SMID,Smith-Midland Corp,건축 자재,512020
BBI,Brickell Biotech Inc,생명과학 및 메디컬 리서치,562020
BLUW,Blue Water Acquisition Corp Class A,기타 금융업,556010
VTNR,Vertex Energy Inc,오일 및 가스,501020
BCAC,Brookline Capital Acquisition Corp.,기타 금융업,556010
ASRV,Ameriserv Financial Inc,은행,551010
HNNA,Hennessy Advisors Inc,투자은행 및 서비스,551020
TECTP,Tectonic Financial Inc PRF,은행,551010
SONM,Sonim Technologies Inc,커뮤니케이션 및 네트워킹,571020
WINT,Windtree Therapeutics Inc,생명과학 및 메디컬 리서치,562020
FOXW,FoxWayne Enterprises Acquisition Corp Class A,기타 금융업,556010
SRAX,SRAX Inc Class A,미디어 및 출판,533020
GOODN,Gladstone Commercial Corp PRF,주택 및 상업용 리츠,601020
USAU,US Gold Corp,메탈&마이닝,512010
SINO,Sino-Global Shipping America Ltd,화물 및 물류 서비스,524050
BLUWU,Blue Water Acquisition Corp,기타 금융업,556010
OCG,Oriental Culture Holding Ltd,미디어 및 출판,533020
ACHV,Achieve Life Sciences Inc,생명과학 및 메디컬 리서치,562020
BRLI,Brilliant Acquisition Corp,기타 금융업,556010
AIHS,Senmiao Technology Ltd,전문품 상점,534030
CYRN,Cyren Ltd,소프트웨어 및 IT서비스,572010
BLPH,Bellerophon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
IKT,Inhibikase Therapeutics Inc,생명과학 및 메디컬 리서치,562020
OCFCP,OceanFirst Financial Corp ADR,은행,551010
FOXWU,FoxWayne Enterprises Acquisition Corp,기타 금융업,556010
YTEN,Yield10 Bioscience Inc,생명과학 및 메디컬 리서치,562020
BBQ,BBQ Holdings Inc,호텔 및 엔터테인먼트,533010
KFFB,Kentucky First Federal Bancorp,은행,551010
PTVCA,Protective Insurance Corp Class A,보험,553010
UGRO,Urban-Gro Inc,식품 및 담배,541020
BHAT,Blue Hat Interactive Entertainment Technology,레저 상품,532050
MCADU,Mountain Crest Acquisition II Corp,기타 금융업,556010
TESS,TESSCO Technologies Inc,커뮤니케이션 및 네트워킹,571020
CGIX,Cancer Genetics Inc,헬스케어 업체 및 서비스,561020
CNSP,CNS Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
APDN,Applied DNA Sciences Inc,화학,511010
GENE,Genetic Technologies Ltd ADR,헬스케어 업체 및 서비스,561020
FSEA,First Seacoast Bancorp,은행,551010
MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
IGNYU,Ignyte Acquisition Corp,기타 금융업,556010
KSPN,Kaspien Holdings Inc,전문품 상점,534030
CHEK,Check Cap Ltd,생명과학 및 메디컬 리서치,562020
OBAS,Optibase Ltd,부동산 운영 관리,601010
GIFI,Gulf Island Fabrication Inc,오일 및 가스 장비 및 서비스,501030
AEHR,Aehr Test Systems,반도체 및 반도체 장비,571010
SSKN,STRATA Skin Sciences Inc,헬스케어 장비 및 용품,561010
BRQS,Borqs Technologies Inc,소프트웨어 및 IT서비스,572010
RKDA,Arcadia Biosciences Inc,화학,511010
MAYS,J.W. Mays Inc,부동산 운영 관리,601010
VBFC,Village Bank and Trust Financial Corp,은행,551010
FPAY,FlexShopper Inc,소프트웨어 및 IT서비스,572010
UONEK,Urban One Inc Class D,미디어 및 출판,533020
RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
HDSN,Hudson Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
DSWL,Deswell Industries Inc,"건설장비 및 대형차, 기차, 배",521020
PPIH,Perma-Pipe International Holdings Inc,오일 및 가스 장비 및 서비스,501030
KTRA,Kintara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
PFIE,Profire Energy Inc,오일 및 가스 장비 및 서비스,501030
MTC,MMTEC Inc,소프트웨어 및 IT서비스,572010
CATB,Catabasis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
APWC,Asia Pacific Wire & Cable Corporation Ltd,"건설장비 및 대형차, 기차, 배",521020
MBOT,Microbot Medical Inc,생명과학 및 메디컬 리서치,562020
JCS,Communications Systems Inc,커뮤니케이션 및 네트워킹,571020
ATIF,ATIF Holdings Ltd,전문 및 상업 서비스,522030
CRKN,Crown Electrokinetics Corp.,건축 자재,512020
PIXY,ShiftPixy Inc,전문 및 상업 서비스,522030
ARDS,Aridis Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
OCCI,OFS Credit Company Inc,다양한 금융서비스,555010
ALJJ,ALJ Regional Holdings Inc,전문 및 상업 서비스,522030
BRLIU,Brilliant Acquisition Corp Unit,기타 금융업,556010
CCNEP,CNB Financial Corp ADR,은행,551010
OPGN,OpGen Inc,생명과학 및 메디컬 리서치,562020
AGBAU,AGBA Acquisition Ltd Unit,기타 금융업,556010
BCACU,Brookline Capital Acquisition Corp.,기타 금융업,556010
QRHC,Quest Resource Holding Corp,전문 및 상업 서비스,522030
LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
SLRX,Salarius Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
LANDM,Gladstone Land Corp PRF,주택 및 상업용 리츠,601020
FUSB,First US Bancshares Inc,은행,551010
TLGT,Teligent Inc (NEW JERSEY),제약,562010
MBINP,Merchants Bancorp PRF,은행,551010
RSSS,Research Solutions Inc,전문 및 상업 서비스,522030
RILYP,B. Riley Financial Inc ADR,투자은행 및 서비스,551020
OPNT,Opiant Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
VIRC,Virco Mfg. Corp,전문 및 상업 서비스,522030
GRCY,Greencity Acquisition Corp,기타 금융업,556010
SOHO,Sotherly Hotels Inc,주택 및 상업용 리츠,601020
LMRKN,Landmark Infrastructure Partners LP Convertible Preference Shares Series C,부동산 운영 관리,601010
NTWK,NetSol Technologies Inc,소프트웨어 및 IT서비스,572010
CBMB,CBM Bancorp Inc,은행,551010
TANH,Tantech Holdings Ltd,화학,511010
BVXV,BiondVax Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
PT,Pintec Technology Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
BPOPN,Popular Capital Trust I PRF,다양한 금융서비스,555010
HNRG,Hallador Energy Co,석유,501010
ENVB,Enveric Biosciences Inc,생명과학 및 메디컬 리서치,562020
RGLS,Regulus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
BCDA,BioCardia Inc,생명과학 및 메디컬 리서치,562020
JMPNL,JMP Group LLC PRF,투자은행 및 서비스,551020
LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
MSVB,Mid-Southern Bancorp Inc,은행,551010
GBRGU,Goldenbridge Acquisition Ltd,은행,551010
CUEN,Cuentas Inc,소프트웨어 및 IT서비스,572010
LIXT,Lixte Biotechnology Holdings Inc,생명과학 및 메디컬 리서치,562020
ESBK,Elmira Savings Bank,은행,551010
ALAC,Alberton Acquisition Corp,기타 금융업,556010
MDGS,Medigus Ltd ADR,헬스케어 장비 및 용품,561010
CDMOP,Avid Bioservices Inc Convertible Preference Shares Series E,제약,562010
ACOR,Acorda Therapeutics Inc,생명과학 및 메디컬 리서치,562020
HJLI,Hancock Jaffe Laboratories Inc,헬스케어 장비 및 용품,561010
BSQR,Bsquare Corp,소프트웨어 및 IT서비스,572010
IFMK,iFresh Inc,식품 및 약품소매,543010
TBKCP,Triumph Bancorp Inc ADR,은행,551010
BBIG,Vinco Ventures Inc,레저 상품,532050
HCAP,Harvest Capital Credit Corp,다양한 금융서비스,555010
UTSI,UTStarcom Holdings Corp,커뮤니케이션 및 네트워킹,571020
HAPP,Happiness Biotech Group Ltd,식품 및 담배,541020
MKGI,Monaker Group Inc,소프트웨어 및 IT서비스,572010
FWP,Forward Pharma A/S ADR,생명과학 및 메디컬 리서치,562020
MFH,Mercurity Fintech Holding Inc ADR,핀테크,573010
ICCH,ICC Holdings Inc,보험,553010
RAIL,FreightCar America Inc,"건설장비 및 대형차, 기차, 배",521020
